iter	Passed	Remaining
1582	3508	3140
1583	3510	3137
1584	3512	3135
1585	3514	3133
1586	3517	3131
1587	3519	3129
1588	3521	3127
1589	3523	3124
1590	3525	3122
1591	3528	3120
1592	3530	3118
1593	3532	3116
1594	3534	3113
1595	3536	3111
1596	3538	3108
1597	3540	3106
1598	3542	3103
1599	3544	3101
1600	3546	3098
1601	3548	3096
1602	3550	3094
1603	3552	3092
1604	3554	3089
1605	3556	3087
1606	3558	3084
1607	3560	3082
1608	3562	3079
1609	3564	3077
1610	3567	3075
1611	3569	3073
1612	3571	3070
1613	3573	3068
1614	3575	3066
1615	3577	3063
1616	3579	3061
1617	3581	3059
1618	3583	3056
1619	3585	3054
1620	3587	3051
1621	3589	3049
1622	3591	3046
1623	3593	3044
1624	3595	3042
1625	3597	3040
1626	3599	3037
1627	3601	3035
1628	3603	3033
1629	3605	3030
1630	3608	3028
1631	3610	3026
1632	3612	3024
1633	3614	3022
1634	3617	3019
1635	3619	3017
1636	3621	3015
1637	3623	3013
1638	3626	3011
1639	3628	3009
1640	3630	3006
1641	3632	3004
1642	3635	3002
1643	3637	3000
1644	3639	2997
1645	3642	2996
1646	3645	2994
1647	3648	2992
1648	3650	2991
1649	3653	2989
1650	3655	2987
1651	3658	2985
1652	3661	2983
1653	3663	2981
1654	3665	2979
1655	3667	2976
1656	3670	2974
1657	3672	2972
1658	3674	2970
1659	3677	2968
1660	3679	2965
1661	3681	2963
1662	3683	2961
1663	3685	2959
1664	3687	2956
1665	3690	2954
1666	3692	2952
1667	3694	2950
1668	3696	2948
1669	3698	2945
1670	3701	2943
1671	3703	2941
1672	3706	2939
1673	3708	2937
1674	3710	2935
1675	3712	2933
1676	3714	2930
1677	3716	2928
1678	3719	2926
1679	3721	2924
1680	3724	2922
1681	3726	2920
1682	3728	2917
1683	3731	2915
1684	3733	2913
1685	3735	2911
1686	3737	2909
1687	3740	2906
1688	3742	2904
1689	3744	2902
1690	3746	2900
1691	3748	2897
1692	3750	2895
1693	3753	2893
1694	3755	2891
1695	3757	2889
1696	3760	2887
1697	3762	2884
1698	3764	2882
1699	3766	2880
1700	3768	2878
1701	3771	2875
1702	3773	2873
1703	3775	2871
1704	3777	2869
1705	3779	2866
1706	3780	2863
1707	3782	2861
