iter	Passed	Remaining
1663	314955	30852
1664	315167	30664
1665	315376	30477
1666	315547	30286
1667	315737	30097
1668	315915	29906
1669	316112	29718
1670	316303	29529
1671	316507	29341
1672	316713	29153
1673	316950	28968
1674	317240	28788
1675	317427	28598
1676	317623	28409
1677	317837	28222
1678	318020	28032
1679	318185	27841
1680	318364	27650
1681	318583	27464
1682	318735	27271
1683	318965	27085
1684	319191	26899
1685	319373	26709
1686	319581	26521
1687	319811	26335
1688	319993	26145
1689	320191	25956
1690	320360	25765
1691	320544	25575
1692	320746	25386
1693	320944	25198
1694	321297	25021
1695	321501	24832
1696	321724	24645
1697	321944	24458
1698	322158	24270
1699	322361	24082
1700	322587	23895
1701	322794	23706
1702	322964	23515
1703	323195	23329
1704	323413	23141
1705	323610	22952
1706	323823	22764
1707	324009	22574
1708	324225	22386
1709	324383	22194
1710	324610	22007
1711	324812	21818
1712	325020	21630
1713	325244	21442
1714	325454	21254
1715	325637	21063
1716	325902	20879
1717	326089	20689
1718	326273	20498
1719	326465	20309
1720	326647	20118
1721	326848	19929
1722	327085	19742
1723	327272	19552
1724	327459	19362
1725	327656	19173
1726	327864	18984
1727	328061	18795
1728	328249	18605
1729	328436	18415
1730	328636	18225
1731	328822	18035
1732	329000	17845
1733	329194	17655
1734	329365	17464
1735	329551	17274
1736	329757	17085
1737	329956	16896
1738	330177	16708
1739	330387	16519
1740	330614	16331
1741	330813	16141
1742	330996	15951
1743	331169	15760
1744	331363	15571
1745	331571	15382
1746	331777	15193
1747	331993	15004
1748	332201	14815
1749	332386	14625
1750	332556	14434
1751	332745	14244
1752	332954	14055
1753	333220	13868
1754	333431	13679
1755	333626	13489
1756	333782	13298
1757	333967	13107
1758	334187	12919
1759	334392	12729
1760	334608	12540
1761	334822	12351
1762	335040	12162
1763	335229	11972
1764	335450	11783
1765	335629	11593
1766	335820	11403
1767	335999	11212
1768	336188	11022
1769	336364	10832
1770	336563	10642
1771	336786	10453
1772	336961	10262
1773	337191	10073
1774	337405	9884
1775	337588	9694
1776	337802	9504
1777	338001	9314
1778	338181	9124
1779	338366	8934
1780	338571	8744
1781	338777	8554
1782	338965	8364
1783	339169	8175
1784	339385	7985
1785	339602	7796
1786	339790	7605
1787	339956	7415
1788	340166	7225
1789	340377	7035
1790	340587	6845
1791	340802	6656
1792	340993	6466
1793	341173	6275
1794	341358	6085
1795	341551	5895
1796	341752	5705
1797	341942	5515
1798	342105	5324
1799	342282	5134
1800	342476	4944
1801	342671	4754
1802	342835	4563
1803	343031	4373
1804	343220	4183
1805	343422	3993
1806	343626	3803
1807	343818	3613
1808	344010	3422
1809	344212	3232
1810	344401	3042
1811	344589	2852
1812	344804	2662
1813	344990	2472
1814	345180	2282
1815	345373	2092
1816	345588	1901
1817	345791	1711
1818	346006	1521
1819	346230	1331
1820	346425	1141
1821	346607	951
1822	346793	760
1823	346996	570
1824	347170	380
1825	347413	190
1826	347640	0
