iter	RMSE
147	0.1042650724
148	0.1040261774
149	0.1037549
150	0.1034819977
151	0.1032731839
152	0.1030189488
153	0.1027941873
154	0.102571983
155	0.1023287115
156	0.1021181031
157	0.1019011393
158	0.101713827
159	0.1014600142
160	0.1012153099
161	0.1010357085
162	0.1008224567
163	0.1006518004
164	0.1004556307
165	0.1001986406
166	0.0999739222
167	0.09973221596
168	0.09960577541
169	0.09932837268
170	0.09914030282
171	0.09896747748
172	0.09874999403
173	0.09856214446
174	0.09840498255
175	0.09810998362
176	0.09790907417
177	0.09778093869
178	0.09775107681
179	0.09750278324
180	0.09730447536
181	0.09715364753
182	0.09699357063
183	0.09684726894
184	0.09669485522
185	0.0965068067
186	0.09636372697
187	0.09612329243
188	0.09587444538
189	0.09581285391
190	0.09554617543
191	0.09544098743
192	0.09526007212
193	0.09508870052
194	0.09495291099
195	0.09478764042
196	0.09455029579
197	0.09438424215
198	0.09423764605
199	0.09412980206
200	0.09401859095
201	0.09384306049
202	0.09375410056
203	0.09360911485
204	0.09339889231
205	0.09325016512
206	0.09308520556
207	0.09286465731
208	0.09270645228
209	0.09257951491
210	0.09240214642
211	0.09227190409
212	0.09212395854
213	0.09199711727
214	0.09174696655
215	0.09163600267
216	0.09149963055
217	0.09137024471
218	0.09126487006
219	0.09103384996
220	0.09083874838
221	0.09068157974
222	0.09056913908
223	0.09041744465
224	0.09031403797
225	0.09018608089
226	0.09004716303
227	0.08986090789
228	0.08974543046
229	0.08954574974
230	0.08936034384
231	0.08922676765
232	0.08913011284
233	0.08904449276
234	0.08886820682
235	0.08871735455
236	0.08858335295
237	0.08851625909
238	0.08838559458
239	0.08829868171
240	0.0881604097
241	0.08806601514
242	0.08788289252
243	0.08779676661
244	0.08768497546
245	0.08761478252
246	0.08750609936
247	0.087385024
248	0.08733944886
249	0.08724466521
250	0.08714243691
251	0.08706855175
252	0.08692289459
253	0.08680205571
254	0.08666001906
255	0.08654548212
256	0.08637900851
257	0.08621039097
258	0.08608167959
259	0.08599067657
260	0.08588700809
261	0.08577685917
262	0.08564058941
263	0.08550281831
264	0.08539246686
265	0.08520541258
266	0.08509834854
267	0.08498197942
268	0.08488077116
269	0.08472527249
270	0.08461219207
271	0.08450449003
272	0.0843099847
273	0.08423457127
274	0.08416563068
275	0.08405554846
276	0.08388893747
277	0.0837847887
278	0.08368154922
279	0.08349977384
280	0.08343562381
281	0.0832533155
282	0.08313587758
283	0.08306353606
284	0.08297024553
285	0.08293305472
286	0.08286445321
287	0.08274893816
288	0.08267742071
289	0.08254970545
290	0.08244991191
291	0.08233928075
292	0.08227589667
293	0.08213966005
294	0.08202985074
295	0.0819146944
296	0.08184560401
297	0.08175208333
298	0.08163338298
299	0.08150998021
300	0.08143567601
301	0.08139591411
302	0.0813397635
303	0.08124437899
304	0.0811383293
305	0.08102209468
306	0.08095002304
307	0.08082833065
308	0.08078884859
309	0.08067033734
310	0.0806109683
311	0.08057177284
312	0.0804911563
313	0.08045479146
314	0.08036171775
315	0.08030796101
316	0.08014494724
317	0.08009101243
318	0.08005417029
319	0.07996803584
320	0.07986109371
321	0.07974429629
322	0.07969484158
323	0.07963131484
324	0.07959271256
325	0.07957359548
326	0.07945756977
327	0.07936602638
328	0.0793150075
329	0.07918080873
330	0.07916038908
331	0.07902431109
332	0.07898652579
333	0.07892120104
334	0.07876976277
335	0.07874050556
336	0.07870697759
337	0.07868890981
338	0.07867543089
339	0.07864632927
340	0.07858684091
341	0.07850248073
342	0.07841730029
343	0.07826457048
344	0.0782193353
345	0.07812500274
346	0.07809753504
347	0.07805477102
348	0.07802777708
349	0.07800518449
350	0.07799494052
351	0.07786030665
352	0.07780219041
353	0.07775015833
354	0.07762077956
355	0.07748907207
356	0.07745514312
357	0.07733948825
358	0.07720945221
359	0.07718630744
360	0.07711038272
361	0.07703751098
362	0.0769320903
363	0.07690731545
364	0.07681240587
365	0.07671042806
366	0.07665647031
367	0.07653595053
368	0.07651888655
369	0.07650899267
370	0.07649416547
371	0.07643219418
372	0.07641828541
373	0.07640010782
374	0.07637945591
375	0.07628836023
376	0.07617191303
377	0.0761665964
378	0.07601593936
379	0.0760153365
380	0.07582874709
381	0.07580559236
382	0.07569773001
383	0.07568794758
384	0.07552834606
385	0.07545998845
386	0.0753661991
387	0.07524855473
388	0.07514574231
389	0.0750492397
390	0.07500335836
391	0.07488580775
392	0.07476189065
393	0.07467116859
394	0.07462014002
395	0.07452544745
396	0.07438662384
397	0.0743642241
398	0.07430100683
399	0.07422809524
400	0.07419041354
401	0.07410198043
402	0.07409932886
403	0.07394198352
404	0.07385402242
405	0.07372042128
406	0.07366111851
407	0.07360544464
408	0.07359103234
409	0.07346642032
410	0.07342313155
411	0.07339691592
412	0.07328609326
413	0.07328212095
414	0.07326789253
415	0.07318133119
416	0.07306841303
417	0.07304692541
418	0.07292557908
419	0.07284143358
420	0.07276157452
421	0.0726825409
422	0.07259855392
423	0.07255989056
424	0.07255780602
425	0.07248231012
426	0.07247360757
427	0.0724205286
428	0.07240606203
429	0.07234842782
430	0.07231471823
431	0.07219349946
432	0.07219237363
433	0.07216025877
434	0.07210225177
435	0.07200983011
436	0.07194612415
437	0.07187605888
438	0.07185978884
439	0.07185788521
440	0.07185043551
441	0.07169429025
442	0.07155963199
443	0.0714749372
444	0.07139305024
445	0.07135114909
446	0.07127345108
447	0.07126520181
448	0.07115272384
449	0.07096430326
450	0.07092056566
451	0.07091380851
452	0.07080412878
453	0.07071992846
454	0.0705788061
455	0.07051989783
456	0.07045392894
457	0.07030505167
458	0.07027329882
459	0.07018322555
460	0.07017613322
461	0.07009608796
462	0.07009493397
463	0.07008734343
464	0.07000345269
465	0.06998853801
466	0.06986385602
467	0.06985320726
468	0.06974775989
469	0.06964602861
470	0.06953567835
471	0.06953495052
472	0.06951025268
473	0.06940080607
474	0.06938799296
475	0.06935600832
476	0.06930286481
477	0.06924918305
478	0.06917160868
479	0.06917012619
480	0.06908873691
481	0.06900560257
482	0.06893486197
483	0.06886702996
484	0.0688083648
485	0.06866083482
486	0.06862267159
487	0.06857000115
488	0.0685114562
489	0.06851002594
490	0.06832270382
491	0.06831880655
492	0.06824570998
493	0.06819038012
494	0.06818721539
495	0.06814624085
496	0.06807932558
497	0.06799532525
498	0.06784303828
499	0.06777096849
500	0.06767383459
501	0.06757552304
502	0.06754888329
503	0.06740927143
504	0.06740506004
505	0.06739510439
506	0.06734372627
507	0.06724345047
508	0.06716793158
509	0.06707622615
510	0.06697329207
511	0.06691420692
512	0.06691180779
513	0.06684130158
514	0.06674982902
515	0.06664457517
516	0.06663477389
517	0.06662245633
518	0.06648894882
519	0.06648774364
520	0.06647983198
521	0.06647867217
522	0.06638365396
523	0.06637794367
524	0.06636850405
525	0.06628131838
526	0.06614055972
527	0.0660547381
528	0.06600173827
529	0.06591926669
530	0.06588018213
531	0.06587805071
532	0.06585411053
533	0.06579904373
534	0.06574605566
535	0.06561664324
536	0.06552842724
537	0.06541219987
538	0.06540485148
539	0.0653392977
540	0.06529679553
541	0.06525086092
542	0.06516043629
543	0.06515661568
544	0.06512046683
545	0.06506623852
546	0.06502962249
547	0.06491499586
548	0.06481149275
549	0.06469864472
550	0.06463681528
551	0.06458811377
552	0.06447179875
553	0.0644659031
554	0.06438870556
555	0.06433416951
556	0.06427352867
557	0.06421400914
558	0.0641741604
559	0.06414843908
560	0.06404769906
561	0.0639125243
562	0.06389686745
563	0.06389615645
564	0.06384609988
565	0.06384248655
566	0.06378004844
567	0.06370336895
568	0.0636972186
569	0.06367784284
570	0.06359479025
571	0.06349201651
572	0.0634031925
573	0.06331227165
574	0.06328454768
575	0.06325534234
576	0.06324241541
577	0.06319701271
578	0.06308773682
579	0.06304372904
580	0.06298242623
581	0.06297611323
582	0.06287631847
583	0.06277818898
584	0.06271106182
585	0.06270714122
586	0.06260698192
587	0.06259339712
588	0.06251595548
589	0.06247101147
590	0.06243001498
591	0.06242558719
592	0.06237316324
593	0.06225660989
594	0.06220443335
595	0.06220039586
596	0.06215762763
597	0.06213323891
598	0.06206265443
599	0.06205776639
600	0.0619735668
601	0.06189927451
602	0.06182920482
603	0.06179755767
604	0.06171611347
605	0.06165810879
606	0.06165351509
607	0.06164795145
608	0.06157331332
609	0.0615241096
610	0.06145757292
611	0.06142151603
612	0.06136818148
613	0.06133366507
614	0.06130162216
615	0.06121076923
616	0.0611187145
617	0.06109446981
618	0.0610835189
619	0.06104448092
620	0.06096993779
621	0.0609146403
622	0.06084513854
623	0.06084179631
624	0.06082888328
625	0.06077641729
626	0.06072653674
627	0.06063294872
628	0.06056824143
629	0.06052351283
630	0.0603836564
631	0.06032878074
632	0.06025982557
633	0.06019978484
634	0.06019592731
635	0.06015160628
636	0.06004796855
637	0.06003053723
638	0.05999237921
639	0.05998527776
640	0.05991477635
641	0.05990056297
642	0.05984796586
643	0.05978323746
644	0.05973380561
645	0.05965285832
646	0.05963221485
647	0.05958214458
648	0.05950447199
649	0.05945461199
650	0.05939157738
651	0.05934279306
652	0.05928331082
653	0.05927322851
654	0.05926947311
655	0.05919374903
656	0.05917037178
657	0.05912355457
658	0.05908304982
659	0.05897549808
660	0.0589290038
661	0.05889039464
662	0.05884113844
663	0.0588029356
664	0.0587613843
665	0.05867262683
666	0.05864755141
667	0.05864304224
668	0.05859134941
669	0.05853744554
670	0.05842732925
671	0.05838260944
672	0.0583776808
673	0.05832606364
674	0.05828143288
675	0.05825755381
676	0.05825362144
677	0.0582020569
678	0.05816878455
679	0.05814201961
680	0.05806806021
681	0.05795805616
682	0.05787325117
683	0.05784429488
684	0.0578170796
685	0.05777880058
686	0.057708816
687	0.05760472144
688	0.05760269423
689	0.05755721099
690	0.05752061558
691	0.05747860935
692	0.05744337065
693	0.05741384788
694	0.05734585495
695	0.05732308504
696	0.05727467988
697	0.05720489653
698	0.05713680901
699	0.05707148576
700	0.05706461867
701	0.05702924266
702	0.0569765507
703	0.056927308
704	0.05687708932
705	0.05685757395
706	0.0568255708
707	0.05678143857
708	0.05677304628
709	0.05674958915
710	0.05666984237
711	0.0566314228
712	0.05658790333
713	0.05650560139
714	0.05645772957
715	0.0564482183
716	0.05642459765
717	0.05637821843
718	0.05632683077
719	0.05627494981
720	0.0561956458
721	0.05615239125
722	0.05614560252
723	0.05612242685
724	0.05611672878
725	0.05605369771
726	0.05598568114
727	0.05593167553
728	0.05585078909
729	0.055844019
730	0.05581097002
731	0.05577537994
732	0.05577244074
733	0.0557703176
734	0.05571049932
735	0.0556682748
736	0.05561933342
737	0.05556640969
738	0.05547081028
739	0.05542873361
740	0.05537281861
741	0.05526118888
742	0.05517262771
743	0.05513749006
744	0.05506817412
745	0.05500844777
746	0.05500399268
747	0.05495891943
748	0.05494753059
749	0.05488706141
750	0.05487051151
751	0.05480605391
752	0.05477941714
753	0.05477693155
754	0.05477327604
755	0.05471137978
756	0.05463308309
757	0.05455760589
758	0.0544386923
759	0.05440863269
760	0.05439062997
761	0.0543422819
762	0.0542956872
763	0.05429094227
764	0.05428420576
765	0.05426836654
766	0.05420577947
767	0.05412838779
768	0.05407104677
769	0.05402602515
770	0.05396137242
771	0.05385980418
772	0.05377534456
773	0.05371804438
774	0.05362805987
775	0.0536237403
776	0.05358328142
777	0.05357368793
778	0.05352212295
779	0.05348608747
780	0.05338968737
781	0.0533501647
782	0.05330693257
783	0.05320909596
784	0.05317106363
785	0.05311771825
786	0.0531134788
787	0.05308007503
788	0.05299601849
789	0.05295446201
790	0.05291282329
791	0.05290904429
792	0.05286220935
793	0.05284168096
794	0.05283819095
795	0.05277587265
796	0.05268918322
797	0.05262515277
798	0.05255069527
799	0.05250117957
800	0.05241940288
801	0.05238645901
802	0.05236351449
803	0.0523322578
804	0.05232126967
805	0.05226365595
806	0.05221815901
807	0.05215952825
808	0.0521546236
809	0.05211190959
810	0.05209912421
811	0.05203577023
812	0.05197528845
813	0.05192428113
814	0.05187321994
815	0.05178521399
816	0.05175895279
817	0.05169743645
818	0.05166720911
819	0.05158882184
820	0.05156072081
821	0.05144383132
822	0.05139840735
823	0.05139054215
824	0.05129404986
825	0.05122036607
826	0.05119141164
827	0.05116597177
828	0.05111799893
829	0.05107815633
830	0.05102684593
831	0.05095547578
832	0.05087297451
833	0.05080721473
834	0.05080391011
835	0.05078162852
836	0.05077375463
837	0.05074830645
838	0.0507457826
839	0.05073784588
840	0.05066169722
841	0.05057928995
842	0.05053028077
843	0.05051188878
844	0.05046321494
845	0.05040734005
846	0.05035807566
847	0.05033098203
848	0.05026810711
849	0.05024560262
850	0.05018471506
851	0.05014300638
852	0.05007282543
853	0.05003373059
854	0.04997653094
855	0.04991805857
856	0.04981344434
857	0.04976963237
858	0.04974826743
859	0.04971876255
860	0.04967990814
861	0.04963792387
862	0.04957807083
863	0.04953062931
864	0.04946500523
865	0.04942219315
866	0.04941928427
867	0.04940156313
868	0.04937285697
869	0.04930921775
870	0.04928015828
871	0.04927530173
872	0.0492344318
873	0.04919425488
874	0.0491456596
875	0.04908027932
876	0.04901234951
877	0.04900912593
878	0.0489292067
879	0.04888011549
880	0.04887800727
881	0.04887561442
882	0.04874893472
883	0.04868473609
884	0.04861696934
885	0.04859963635
886	0.04854405194
887	0.04851006345
888	0.0484785258
889	0.04842338641
890	0.04840265333
891	0.04838916679
892	0.04838578866
893	0.04832991871
894	0.04832191041
895	0.04831900523
896	0.04830341151
897	0.04826525891
898	0.04821292411
899	0.04820740667
900	0.04814495057
901	0.04811359886
902	0.04809816111
903	0.04803349877
904	0.04795432933
905	0.04794576863
906	0.04790416102
907	0.04787330658
908	0.04784981685
909	0.04780815961
910	0.04778514245
911	0.04777597251
912	0.04770919053
913	0.04770395724
914	0.04762618182
915	0.04759627719
916	0.04755211526
917	0.04751414641
918	0.04746513911
919	0.04742129149
920	0.0473630436
921	0.04734374102
922	0.04733078333
923	0.04729917388
924	0.04726869693
925	0.04726594017
926	0.04722388042
927	0.04718883317
928	0.04717138765
929	0.0471240077
930	0.04710684815
931	0.04704462278
932	0.04701992196
933	0.04699116716
934	0.04695465247
935	0.04690803723
936	0.04686731574
937	0.04686028556
938	0.04683306983
939	0.04680829694
940	0.04673995353
941	0.0466683159
942	0.04666117622
943	0.04659000867
944	0.04652202188
945	0.04649264239
946	0.04646218713
947	0.04641192959
948	0.04641025266
949	0.04632843295
950	0.04632560467
951	0.04630618217
952	0.04620862215
953	0.04618005682
954	0.04612909692
955	0.04612020707
956	0.04608355688
957	0.04598627374
958	0.04594424668
959	0.04593185494
960	0.04592826179
961	0.04592099587
962	0.04588790979
963	0.04586544665
964	0.04583581462
965	0.04580659279
966	0.04576863767
967	0.04575837441
968	0.04574525695
969	0.04568224973
970	0.04566398047
971	0.04558514918
972	0.04554054006
973	0.0455358843
974	0.04552232596
975	0.04551041505
976	0.0454389194
977	0.04543562195
978	0.04542312743
979	0.04535755459
980	0.04534152707
981	0.04527013169
982	0.04524068696
983	0.04519680865
984	0.04517094146
985	0.04516932356
986	0.04514712987
987	0.04514481798
988	0.04512388532
989	0.04512166098
990	0.04507758333
991	0.04507463894
992	0.04505377511
993	0.04503933174
994	0.0449807876
995	0.04492376096
996	0.04491795179
997	0.04491542999
998	0.04487094931
999	0.04481552085
1000	0.04470251621
1001	0.04463796908
1002	0.04459200047
1003	0.04459009636
1004	0.04458070074
1005	0.0445609462
1006	0.04454150428
1007	0.04448252833
1008	0.0444510792
1009	0.04443247192
1010	0.04442803478
1011	0.04437810678
1012	0.04435769389
1013	0.04435465865
1014	0.04434163351
1015	0.04432776088
1016	0.04427921686
1017	0.04425992246
1018	0.04421670354
1019	0.04417610882
1020	0.04412529621
1021	0.04408067046
1022	0.04404228323
1023	0.04399312916
1024	0.04399118764
1025	0.04398759059
1026	0.04393733506
1027	0.0439286946
1028	0.04392575513
1029	0.04387158666
1030	0.04384932635
1031	0.04380284132
1032	0.04375630198
1033	0.04367872499
1034	0.0436668157
1035	0.04360393354
1036	0.04357042959
1037	0.04354916313
1038	0.04352902726
1039	0.04352607759
1040	0.04350673991
1041	0.04350051938
1042	0.0434971398
1043	0.04348163184
1044	0.0434332827
1045	0.04340502734
1046	0.0433895952
1047	0.04338300018
1048	0.04337161906
1049	0.04334999484
1050	0.04331261939
1051	0.04329805622
1052	0.04326388152
1053	0.04322711458
1054	0.0431675569
1055	0.0431656498
1056	0.0431637485
1057	0.04311843138
1058	0.04303519135
1059	0.04301406939
1060	0.04293100514
1061	0.04288097631
1062	0.0428649119
1063	0.04281137493
1064	0.04278941881
1065	0.04278082071
1066	0.04275915223
1067	0.04274698073
1068	0.04271662274
1069	0.0426721204
1070	0.04261951252
1071	0.04259835199
1072	0.04253154332
1073	0.04250543403
1074	0.04246801758
1075	0.04240249477
1076	0.04238309271
1077	0.0423013171
1078	0.04224838288
1079	0.04224507161
1080	0.04219594559
1081	0.04217594397
1082	0.04211954044
1083	0.04208846709
1084	0.04208716334
1085	0.04204279796
1086	0.04200915307
1087	0.04199600039
1088	0.04196437202
1089	0.04195863066
1090	0.04195508074
1091	0.04192376171
1092	0.04189606106
1093	0.04182966253
1094	0.04177755205
1095	0.04176972055
1096	0.04173502744
1097	0.04171109155
1098	0.04170349764
1099	0.04164798931
1100	0.0416165149
1101	0.04155703629
1102	0.04153854886
1103	0.04149567327
1104	0.04145998426
1105	0.04140716665
1106	0.04139683933
1107	0.04136233454
1108	0.04133651866
1109	0.04132394314
1110	0.04129141075
1111	0.04124430698
1112	0.04124257051
1113	0.04121934458
1114	0.04120517302
1115	0.04114545538
1116	0.04112512126
1117	0.04110494382
1118	0.04109405409
1119	0.04102330615
1120	0.04097802518
1121	0.04094877661
1122	0.04092249864
1123	0.04090225638
1124	0.04088277325
1125	0.04083252263
1126	0.04077727189
1127	0.0407141772
1128	0.04070397118
1129	0.04065405166
1130	0.04060524087
1131	0.04058008586
1132	0.04055685046
1133	0.04049890937
1134	0.04047013167
1135	0.04045803613
1136	0.04040546456
1137	0.04034302447
1138	0.04032492953
1139	0.0403036871
1140	0.04028594824
1141	0.04028420842
1142	0.04026014984
1143	0.04021715261
1144	0.04017746429
1145	0.04013495528
1146	0.04010524458
1147	0.0401022244
1148	0.04007385878
1149	0.04005048512
1150	0.04003049782
1151	0.04002365035
1152	0.03998049772
1153	0.03994458639
1154	0.03993637713
1155	0.03992744098
1156	0.03984831564
1157	0.03982795564
1158	0.039803593
1159	0.03976651475
1160	0.03971800737
1161	0.03967288598
1162	0.03961940992
1163	0.03957330392
1164	0.03952905843
1165	0.03952405127
1166	0.03951219044
1167	0.03942433891
1168	0.03940924933
1169	0.03936199505
1170	0.03934355443
1171	0.03932119388
1172	0.03926411407
1173	0.03924375851
1174	0.03921630173
1175	0.03920921436
1176	0.03919197041
1177	0.03915511394
1178	0.03909464861
1179	0.03907705438
1180	0.03906420155
1181	0.03903307498
1182	0.03900292838
1183	0.03897679009
1184	0.03893362068
1185	0.03890560637
1186	0.03889805852
1187	0.03889555053
1188	0.03888171899
1189	0.03886196634
1190	0.03885791865
1191	0.03885529111
1192	0.03883708354
1193	0.03881747977
1194	0.03881455524
1195	0.03880097686
1196	0.03874657035
1197	0.03872936532
1198	0.03867580721
1199	0.03865074957
1200	0.03861686296
1201	0.03861388309
1202	0.03858364219
1203	0.03857769446
1204	0.03856479555
1205	0.03853467984
1206	0.03849247154
1207	0.03843796844
1208	0.03839707214
1209	0.03837253234
1210	0.03835186439
1211	0.03833246247
1212	0.03830471981
1213	0.03826874985
1214	0.03821379137
1215	0.03817978378
1216	0.03812797389
1217	0.03807591113
1218	0.03801458062
1219	0.03796064444
1220	0.03790781652
1221	0.03788258105
1222	0.03784928977
1223	0.03783393851
1224	0.03779709822
1225	0.03776893162
1226	0.03773971064
1227	0.03772742071
1228	0.03769945028
1229	0.03769688618
1230	0.0376833114
1231	0.03761549952
1232	0.03761341122
1233	0.03759820421
1234	0.03757075008
1235	0.03756491424
1236	0.03752499426
1237	0.03747482377
1238	0.03744678876
1239	0.03742118869
1240	0.03737077379
1241	0.03732655471
1242	0.03727601543
1243	0.03726610087
1244	0.03724605317
1245	0.0372361659
1246	0.03719970213
1247	0.0371861276
1248	0.03718432647
1249	0.0371570046
1250	0.03712417785
1251	0.03706773084
1252	0.03705144242
1253	0.03701272113
1254	0.03701097278
1255	0.03699770848
1256	0.03693274471
1257	0.03690229506
1258	0.03689310787
1259	0.0368697205
1260	0.03686087002
1261	0.03685596884
1262	0.0368440819
1263	0.03684208616
1264	0.03677949346
1265	0.03675780964
1266	0.03672097819
1267	0.03669276906
1268	0.03665423823
1269	0.03664054124
1270	0.03659068313
1271	0.03658037516
1272	0.03657798497
1273	0.03657307848
1274	0.03654374435
1275	0.03651080581
1276	0.03650726975
1277	0.03645551529
1278	0.03637685752
1279	0.03635751929
1280	0.0363060383
1281	0.03628880709
1282	0.03628694843
1283	0.03628331941
1284	0.03625145043
1285	0.03623028669
1286	0.03622725142
1287	0.03621423991
1288	0.03617775168
1289	0.03614468967
1290	0.0361036854
1291	0.03604360093
1292	0.0360273913
1293	0.0360145303
1294	0.03601310494
1295	0.0359833075
1296	0.03594946223
1297	0.03591820926
1298	0.03588713032
1299	0.03586821305
1300	0.0358249592
1301	0.03579258023
1302	0.03577772471
1303	0.03575143608
1304	0.03574729448
1305	0.03572543008
1306	0.03569030589
1307	0.03566947621
1308	0.03565806577
1309	0.03565424261
1310	0.0355889153
1311	0.03557731913
1312	0.03552497393
1313	0.03550971348
1314	0.03549563124
1315	0.0354832185
1316	0.03545346748
1317	0.0354398792
1318	0.03539021084
1319	0.03537975944
1320	0.03537876053
1321	0.0353554842
1322	0.03533232824
1323	0.03532008839
1324	0.0352892348
1325	0.03527397927
1326	0.03525234694
1327	0.03522892481
1328	0.03519484101
1329	0.03517765266
1330	0.03517249455
1331	0.035125579
1332	0.0351018602
1333	0.03508096272
1334	0.03503048748
1335	0.03501923857
1336	0.03500301656
1337	0.03495737677
1338	0.03491650596
1339	0.03491478254
1340	0.03491107981
1341	0.03489937048
1342	0.03484017486
1343	0.03479120893
1344	0.03475375036
1345	0.03470780839
1346	0.03470408854
1347	0.03467640954
1348	0.0346521254
1349	0.03461165108
1350	0.03459281326
1351	0.03457652005
1352	0.03455801527
1353	0.03455032369
1354	0.03453031957
1355	0.03450802713
1356	0.03448974266
1357	0.03448175362
1358	0.03446871398
1359	0.03442008338
1360	0.0344060264
1361	0.03437712979
1362	0.03436447758
1363	0.03433696782
1364	0.03433019244
1365	0.0343040271
1366	0.03427859863
1367	0.03427217743
1368	0.03423596158
1369	0.03422487312
1370	0.0342021981
1371	0.03417153651
1372	0.03414862396
1373	0.03413654493
1374	0.03411317649
1375	0.03408927338
1376	0.03407145256
1377	0.03406826816
1378	0.03403695137
1379	0.03403277591
1380	0.03399522243
1381	0.03395695239
1382	0.03391815144
1383	0.03390146296
1384	0.03387811679
1385	0.03382407175
1386	0.03380772368
1387	0.03372140478
1388	0.03368617507
1389	0.0336818578
1390	0.03366846303
1391	0.03362490692
1392	0.03360012827
1393	0.03356128224
1394	0.03355690146
1395	0.03354503114
1396	0.0335194186
1397	0.03351114164
1398	0.03348619711
1399	0.03346073413
1400	0.03342547477
1401	0.03340551787
1402	0.03338763487
1403	0.03336138244
1404	0.03333823867
1405	0.03329977923
1406	0.03327241001
1407	0.03323684625
1408	0.03321318537
1409	0.03317540614
1410	0.03315687753
1411	0.03312387531
1412	0.03311871308
1413	0.03311684093
1414	0.03308156684
1415	0.03306173191
1416	0.03304473468
1417	0.03300993856
1418	0.03299321009
1419	0.03297516437
1420	0.03294852498
1421	0.03294210195
1422	0.03293241896
1423	0.03291142228
1424	0.03288448828
1425	0.0328618509
1426	0.03284219389
1427	0.03280334722
1428	0.03278005248
1429	0.03275632887
1430	0.0327067441
1431	0.03269863131
1432	0.03268062108
1433	0.03267291519
1434	0.0326672862
1435	0.03265146513
1436	0.03259388505
1437	0.03258644314
1438	0.03255654839
1439	0.03254711102
1440	0.03254332057
1441	0.03253045796
1442	0.03250296482
1443	0.03246944299
1444	0.03245974773
1445	0.03242225271
1446	0.03240907083
1447	0.03239827067
1448	0.03237028728
1449	0.03234005205
1450	0.03230930083
1451	0.03228875331
1452	0.03227410085
1453	0.03224259632
1454	0.03223552772
1455	0.03222945281
1456	0.0322281844
1457	0.03217680467
1458	0.03216881853
1459	0.03211347007
1460	0.03210965492
1461	0.03209503068
1462	0.032085443
1463	0.03208066346
1464	0.03204934831
1465	0.03201029637
1466	0.03198790621
1467	0.03197309391
1468	0.03192454868
1469	0.03187738223
1470	0.03186314498
1471	0.03183616218
1472	0.03181239241
1473	0.03174354077
1474	0.03172252321
1475	0.03171911059
1476	0.03168333114
1477	0.03166662447
1478	0.03165654505
1479	0.03164773283
1480	0.03162092893
1481	0.03159470001
1482	0.03153951977
1483	0.03149985835
1484	0.03149359821
1485	0.03146502349
1486	0.03146371761
1487	0.03145007625
1488	0.03144546954
1489	0.03142590815
1490	0.03139752452
1491	0.03134688186
1492	0.03130109242
1493	0.03123645662
1494	0.03121860212
1495	0.03119485642
1496	0.03115727373
1497	0.03115629037
1498	0.03115096141
1499	0.03114016293
1500	0.03108152959
